ID,Longtitude,Latitude,Depth(km),Strike(deg),Dip(deg),Slip(deg),W(km),L(km),Slip(m),Magnitude
JNan_7.9_294,139.4770121,34.3621231,1,253.0879816,8.259086392,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_295,139.4794832,34.60982321,1,253.250582,10.03592181,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_296,139.4821236,34.85819879,2.242718013,253.3654753,14.03880813,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_297,139.7349424,35.10726091,10.00512764,253.4318289,19.83516014,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_298,140.2357961,35.11130167,13.82670228,253.1460475,13.66051257,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_299,140.4864318,35.11439121,14.63821454,252.9277053,12.45272609,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_300,140.7338941,34.86680772,7.050483563,252.7570241,9.587458273,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_301,140.7365605,35.11502573,13.84730948,252.8828799,13.04880581,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_302,140.9836138,34.86540689,6.543549335,252.8559564,12.03204069,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_303,140.9860868,35.11270554,11.98500745,253.0468165,14.48171286,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_304,141.232403,34.85952138,5.742381801,253.271927,13.57843823,90,81.32140127,162.6428025,1.649208408,7.9
JNan_7.9_305,141.2346339,35.10582973,9.96730955,253.5331081,15.66902854,90,81.32140127,162.6428025,1.649208408,7.9
JNan_8.2_001,131.1559726,29.55943862,7.432043122,214.6407092,44.30709183,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_002,131.1501413,29.8230378,12.38173751,213.8723491,48.60629209,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_003,131.1442902,30.08624305,18.257801,213.1206118,52.55567219,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_004,131.1388035,30.34852101,24.46765016,212.4164541,56.10078666,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_005,131.1340978,30.6093538,30.37112612,211.7908328,59.17841528,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_006,131.1300739,30.86898381,35.52741637,211.2311217,61.68297828,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_007,131.1262584,31.12812937,40.53244278,210.6963607,63.42604618,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_008,131.1225186,31.386993,47.305837,210.1750052,64.1399818,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_009,131.1187119,31.64577254,56.27166031,209.6555107,63.47969279,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_010,131.1152611,31.90393498,66.35602426,209.1696883,61.08798574,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_011,131.1126294,32.16093968,79.86328163,208.7505268,59.22696588,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_012,131.1107191,32.41696531,99.46552218,208.388248,57.27253358,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_013,131.1094228,32.67218579,119.8719342,208.0730739,54.53972336,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_014,131.400743,29.56773617,8.626759539,214.172579,36.58063193,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_015,131.3952107,29.83060687,12.66301536,213.4421591,41.41964689,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_016,131.3898941,30.09278194,16.66657814,212.7462368,46.04627519,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_017,131.3848921,30.35417031,20.35573106,212.0907115,50.23312397,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_018,131.3807637,30.61404584,23.55314918,211.5185498,54.00879543,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_019,131.3776059,30.8723786,26.15219081,211.0329909,57.29842525,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_020,131.3745386,31.1304437,28.65443554,210.5605289,60.10817067,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_021,131.3716235,31.38817222,32.66608212,210.1054101,62.2300717,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_022,131.3687771,31.64568841,38.65215747,209.6605033,63.44498795,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_023,131.366505,31.90236075,45.4019179,209.2636027,63.45874467,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_024,131.3650933,32.157873,53.67908012,208.9342964,61.93277479,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_025,131.3643034,32.41256915,65.99893525,208.6527151,60.76127935,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_026,131.3640034,32.66664089,81.58682446,208.4077941,59.57162217,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_027,131.3640091,32.92033131,96.39877974,208.1851739,57.72745779,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_028,131.6459644,29.57518115,6.580774318,213.7507181,26.76462485,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_029,131.6406662,29.83746861,9.122669934,213.0505534,31.85172454,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_030,131.635741,30.09887119,11.57006045,212.396295,36.78269896,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_031,131.6313722,30.35919284,13.93951944,211.8001597,41.44354813,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_032,131.6278116,30.61815898,16.33907768,211.279196,45.73169938,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_033,131.6254879,30.87527142,18.59480178,210.8638133,49.72064785,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_034,131.623569,31.13174314,20.4913404,210.4841717,53.4026824,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_035,131.6215704,31.38824217,22.87484131,210.1012803,56.73115864,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_036,131.6197211,31.64446871,26.41876713,209.7328576,59.53158451,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_037,131.618578,31.89972471,30.7299513,209.4206273,61.51348776,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_038,131.6182034,32.15397165,36.13767672,209.1674995,62.36166667,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_039,131.6182835,32.40763631,44.11241238,208.9484632,61.73041236,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_040,131.6190845,32.66040838,54.29812719,208.7823937,61.04256409,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_041,131.6202764,32.91271615,65.09784204,208.6438856,60.25478429,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_042,131.6211278,33.16545988,75.01426873,208.4789089,58.57512308,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_043,131.8915675,29.58192067,3.02035172,213.3672995,16.46174835,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_044,131.8866902,29.84338497,4.485367271,212.7116382,20.61748793,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_045,131.8821104,30.10412604,6.133797633,212.0932686,24.85870883,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_046,131.8782831,30.36355421,8.132504673,211.5471173,29.17211314,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_047,131.8753723,30.62152914,10.71302994,211.082609,33.49113776,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_048,131.8737285,30.8776601,13.46460155,210.7238778,37.8766484,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_049,131.8728476,31.13270745,15.46851438,210.4274648,42.37434432,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_050,131.8721577,31.38746888,16.79538283,210.1469265,46.96531272,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_051,131.8713576,31.64234637,18.2583053,209.8586125,51.33049212,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_052,131.8712342,31.89632435,20.40414034,209.6227544,55.16909466,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_053,131.8716926,32.14955378,24.0121366,209.4307996,58.15900762,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_054,131.8728767,32.40187501,29.8705849,209.2925593,59.99701633,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_055,131.8748185,32.65326913,37.03188426,209.2094239,60.22134624,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_056,131.8771011,32.9042735,44.23050606,209.1494797,59.8570115,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_057,131.8791671,33.15558716,51.56137633,209.0710111,59.14902241,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_058,131.8808594,33.40739873,58.04141997,208.9626808,57.29857832,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_059,132.1291367,30.10838389,2.477832956,211.8470181,13.50483193,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_060,132.1258498,30.36695957,4.2360848,211.3490571,16.75768245,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_061,132.1235774,30.62399284,6.919158178,210.9386263,20.42024074,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_062,132.122549,30.87925446,9.934567567,210.6303536,24.61386212,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_063,132.1224904,31.13318429,12.20754081,210.3994103,29.18816645,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_064,132.12296,31.38641038,13.31414725,210.2093701,34.19116727,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_065,132.123499,31.63955371,13.77618569,210.023807,39.55257817,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_066,132.1243177,31.8923441,14.64524329,209.8587466,44.69414324,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_067,132.1259204,32.14414166,17.06610276,209.7522483,49.41027287,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_068,132.1282755,32.39500694,21.29809863,209.7009366,53.46461538,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_069,132.1313475,32.64499852,26.35245124,209.701436,56.41571948,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_070,132.1346876,32.89469722,31.61301127,209.7193067,57.48102075,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_071,132.1378282,33.14470072,37.29475399,209.7190992,57.30825051,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_072,132.1407027,33.39509144,42.48098301,209.6959239,56.43588362,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_073,132.1432432,33.64595146,45.85063591,209.6448912,54.37501792,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_074,132.3765507,30.11205358,1,211.6342603,7.174870531,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_075,132.3739689,30.36957402,1.955669665,211.1967061,9.596011753,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_076,132.3724609,30.62551835,4.025554645,210.8493577,12.52869953,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_077,132.3723231,30.87955915,6.55873724,210.6124691,15.8495715,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_078,132.3730557,31.13242958,8.923947528,210.443809,19.44928065,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_079,132.3745704,31.38427817,10.54750636,210.3350188,23.34944277,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_080,132.3763468,31.63581262,11.41189119,210.2446136,27.80086328,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_081,132.3784025,31.887016,12.48758674,210.1736485,32.80930981,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_082,132.3812059,32.13728165,14.64914301,210.1579747,37.87867438,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_083,132.3846742,32.38672733,17.56291059,210.1906768,43.11027348,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_084,132.3884762,32.63578972,20.73143458,210.2459634,48.18416851,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_085,132.3927038,32.88435007,24.66072072,210.3307848,52.08467417,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_086,132.3969044,33.13300009,29.53982445,210.4102483,53.6765923,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_087,132.4008686,33.3820139,33.80038053,210.4682529,53.40435273,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_088,132.4045087,33.63150602,36.36369301,210.4981101,52.13673765,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_089,132.6247584,30.11457922,1,211.487546,5.984457761,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_090,132.6228572,30.37111212,1,211.1069571,8.199566663,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_091,132.6220024,30.62614334,1.668820401,210.8127591,10.64266481,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_092,132.6227778,30.87894562,3.183527214,210.6484776,13.10116541,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_093,132.6246947,31.13023407,5.232124418,210.5728414,15.27110651,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_094,132.6271611,31.38082638,7.498247172,210.5380488,17.24023311,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_095,132.6301187,31.63080873,9.601345056,210.5390859,19.55910055,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_096,132.6334299,31.88036982,11.87227692,210.5648683,22.79946449,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_097,132.6373638,32.12915386,14.34396629,210.6362572,26.85506989,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_098,132.6415278,32.37768502,16.42276042,210.7224165,31.66316896,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_099,132.6459372,32.6259431,18.24383676,210.8244864,37.25877049,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_100,132.650788,32.87366578,20.92881003,210.9577531,42.77693066,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_101,132.6558619,33.12114281,24.95386316,211.1051659,46.9181512,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_102,132.6608617,33.36877282,29.04779187,211.2434213,48.41916899,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_103,132.6655454,33.61688387,32.07429747,211.3534649,47.64110733,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_104,132.8723732,30.37178005,1,211.0679555,8.276156447,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_105,132.872249,30.62580731,1,210.8324385,10.30902362,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_106,132.8737741,30.87759845,1.010040881,210.7274921,12.01660217,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_107,132.8767873,31.12741522,2.353722425,210.7382334,13.12952716,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_108,132.8805783,31.37623199,4.542897764,210.8075667,13.66735966,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_109,132.8846514,31.62472003,7.472549753,210.8960842,14.18209097,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_110,132.8891512,31.87268332,10.9273889,211.0151853,15.51536244,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_111,132.8938752,32.12039465,13.99821905,211.1488333,18.02798189,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_112,132.8986979,32.36802398,15.99907311,211.2870621,21.67378606,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_113,132.903753,32.61538865,17.34731834,211.4404769,26.29325773,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_114,132.9091698,32.86230951,19.03621096,211.619404,31.56934095,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_115,132.9148136,33.10896755,21.96782492,211.8132121,36.62516495,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_116,132.9206097,33.3554636,25.92728796,212.0159812,40.16835233,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_117,132.9262993,33.60215632,29.81589892,212.2069682,41.08838848,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_118,132.9314771,33.84961624,33.41387042,212.3533899,39.71209691,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_119,133.1256158,30.87509725,1,210.8740081,9.562765167,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_120,133.1295211,31.12370549,1,210.9554311,10.52040056,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_121,133.1344238,31.37100422,2.219095098,211.1132565,10.83310196,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_122,133.1397825,31.61772519,4.979969956,211.3044689,10.71527941,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_123,133.1451923,31.86441996,9.054480814,211.4968047,10.80101423,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_124,133.1506489,32.11109513,12.98469999,211.6898754,11.73686417,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_125,133.1562122,32.35766782,15.58586394,211.8884772,13.75528106,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_126,133.1619413,32.6040544,17.04089217,212.0974067,16.93463035,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_127,133.1678795,32.85019155,18.21407993,212.320246,20.90405872,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_128,133.17401,33.0960998,20.21176562,212.5557218,25.25950667,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_129,133.1803011,33.34182097,23.55821597,212.8013465,29.24139944,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_130,133.1867213,33.58739728,27.65559046,213.0546326,31.67976292,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_131,133.1934949,33.83250128,32.01512188,213.3341989,31.80013991,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_132,133.3890617,31.36461623,1,211.4853947,8.688467467,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_133,133.3955742,31.60969479,2.771184359,211.771072,8.857133099,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_134,133.4017729,31.85523949,6.674519563,212.0289356,8.496256404,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_135,133.4079224,32.10088663,11.23836179,212.280187,8.158465956,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_136,133.4141939,32.34639454,14.63389631,212.5387795,8.50210306,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_137,133.4205428,32.59182545,16.5754821,212.8010892,9.911633221,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_138,133.4269384,32.83722333,17.80605596,213.0645787,12.40606617,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_139,133.4335054,33.08240571,19.2734201,213.339648,15.64345981,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_140,133.4402827,33.32731103,21.73859821,213.6297058,18.99106963,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_141,133.4473039,33.57188276,25.29391504,213.9378341,21.64561419,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_142,133.4558488,33.81417797,29.72937446,214.3735852,22.77507589,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_143,133.6522878,31.60019952,1.329028848,212.3197868,7.658772683,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_144,133.6592374,31.84458914,4.341377365,212.6425124,7.631553271,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_145,133.6660253,32.08922793,8.838172304,212.9498951,6.978482635,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_146,133.6728298,32.33386226,12.95367206,213.2565653,6.253754148,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_147,133.6797008,32.57841886,15.71525628,213.5667052,6.109859139,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_148,133.6865245,32.82306778,17.34707013,213.8706487,7.007783255,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_149,133.6935855,33.06738149,18.58222393,214.1926328,8.9860653,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_150,133.7007857,33.31150129,20.33999932,214.5245355,11.57853101,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_151,133.7093544,33.55351166,23.19853932,214.973811,13.91866481,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_152,133.7198087,33.79248874,27.2935605,215.5905442,15.15620718,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_153,133.7319088,34.02861316,32.78264839,216.361942,15.07811799,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_154,133.9250482,32.07586905,5.961503995,213.7116504,6.900114352,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_155,133.9322833,32.31971749,10.29386323,214.0604812,6.209025991,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_156,133.9395646,32.56350111,13.80096209,214.4117773,5.266726331,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_157,133.946844,32.80729405,15.90495361,214.7613584,5,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_158,133.9543288,33.05077154,17.15362214,215.1274534,5.399611821,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_159,133.9630471,33.29227747,18.62402899,215.6023303,7.130714185,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_160,133.9739003,33.53022932,21.1383975,216.2723692,9.134012496,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_161,133.9868124,33.76447494,25.01275054,217.1425194,10.42230462,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_162,134.0007721,33.99641299,30.36362722,218.1321676,10.62636582,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_163,134.1926712,32.30362171,6.628362141,214.9676355,6.858735888,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_164,134.2002552,32.54672709,10.18786293,215.3538278,6.035242499,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_165,134.2082386,32.7891751,12.68853641,215.775255,5,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_166,134.2174307,33.02959802,14.37049762,216.3073666,5,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_167,134.2284152,33.26688054,16.15891479,217.0100806,5,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_168,134.2416916,33.49987132,18.81571466,217.9433147,6.519412596,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_169,134.2561792,33.73006314,22.72847949,219.02108,8.02679993,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_170,134.2708542,33.95906,27.97113584,220.1539081,8.76259858,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_171,134.4536354,32.28594907,3.16803782,215.9547824,7.170609955,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_172,134.4623191,32.52696795,5.895904187,216.4530512,7.091943832,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_173,134.472078,32.76606878,8.605624821,217.0547883,5.796799393,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_174,134.4831593,33.00267884,11.17878207,217.7897827,5,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_175,134.4963623,33.23510136,13.87403802,218.7478396,5,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_176,134.5118162,33.46255215,17.08771302,219.9662356,5.135312384,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_177,134.5271325,33.68912908,21.21995692,221.2200556,6.821236797,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_178,134.5423413,33.91463232,26.46685451,222.5194796,8.241383463,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_179,134.726354,32.50273929,2.7261275,217.7864749,7.774291303,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_180,134.7376764,32.73837739,5.401083817,218.5698472,7.095536892,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_181,134.7507182,32.97036456,8.981619571,219.545415,5.502961279,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_182,134.7664028,33.19634201,12.87968271,220.8351779,5,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_183,134.7822737,33.42053708,16.86607819,222.2073206,5,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_184,134.7973469,33.64489876,21.29619564,223.5580743,6.280881612,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_185,134.812409,33.86753254,26.84117876,224.9872884,8.1134259,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_186,134.8270967,34.08902758,33.87426223,226.4634463,9.816757335,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_187,134.992418,32.4731162,1.176297988,219.396871,7.90520649,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_188,135.0052507,32.70469971,3.646989779,220.3878645,8.232500408,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_189,135.0204647,32.93052419,7.881252243,221.677832,7.170301386,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_190,135.0364974,33.1530426,12.72841297,223.1303035,5.832083413,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_191,135.051998,33.37485111,17.26915373,224.6062764,5.452526596,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_192,135.0666417,33.59668948,22.01265922,226.0678505,6.368111192,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_193,135.0805474,33.81826671,28.29825447,227.5312484,8.147123856,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_194,135.093945,34.03880182,36.76188114,229.0371519,10.19857038,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_195,135.2745353,32.66398662,2.68748655,222.553575,8.656525787,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_196,135.2898045,32.88685105,6.913780593,223.9796641,8.507288997,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_197,135.3052511,33.10720777,12.03142975,225.5233764,7.435274621,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_198,135.3201008,33.32661036,16.77261732,227.1028098,6.635598888,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_199,135.3338217,33.54650688,21.68835682,228.6443834,6.893579811,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_200,135.3464716,33.76692596,28.35875225,230.1485943,8.250917664,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_201,135.3582494,33.98732276,37.49697294,231.6446568,10.22363057,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_202,135.5434964,32.61889802,1.864535378,224.9162644,8.299631488,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_203,135.5579564,32.84008595,5.500980028,226.4088506,8.744220542,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_204,135.5724738,33.05846691,10.30606773,228.0332978,8.333814352,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_205,135.5859436,33.27690501,15.02544192,229.6422488,7.563053956,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_206,135.5982139,33.49607878,19.82216564,231.2030486,7.380465048,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_207,135.6093718,33.7159825,25.93900747,232.7180362,8.244681585,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_208,135.6195252,33.93646695,33.94347468,234.1964552,9.899003083,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_209,135.8250811,32.78835958,3.595487807,229.059674,7.892418139,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_210,135.8377536,33.00692508,7.792842787,230.6549894,8.17276406,90,114.8695325,229.739065,2.329568795,8.2
JNan_8.2_211,135.8494034,33.22563159,12.37229097,232.2331979,7.841021861,90,114.8695325,229.739065,2.329568795,8.2
